,City,State,Population,lat,lon
483,Bloomington,Minnesota,86319,44.840798,-93.2982799
484,Rock Island,Illinois,38877,41.5094771,-90.5787476
485,Beaverton,Oregon,93542,45.487062,-122.8037102
486,Kenner,Louisiana,66975,29.9940924,-90.2417434
487,Clovis,New Mexico,39508,34.4047987,-103.2052272
488,Troy,New York,49974,42.7284117,-73.69178509999999
489,Milpitas,California,69783,37.4323341,-121.8995741
490,Des Plaines,Illinois,58918,42.03336229999999,-87.88339909999999
491,Placentia,California,52206,33.87223710000001,-117.8703363
492,Taunton,Massachusetts,56069,41.900101,-71.08976740000001
493,Montclair,California,38027,34.0775104,-117.6897776
494,Johnson City,Tennessee,65123,36.3134397,-82.35347270000001
495,Savannah,Georgia,142772,32.0835407,-81.0998342
496,Warren,Ohio,40768,41.2375569,-80.81841659999999
497,Vancouver,Washington,167405,45.6387281,-122.6614861
498,Sunrise,Florida,90116,26.1669711,-80.25659499999999
499,Muncie,Indiana,70316,40.1933767,-85.3863599
500,Lehi,Utah,54382,40.3916172,-111.8507662
501,San Francisco,California,837442,37.7749295,-122.4194155
502,Fontana,California,203003,34.0922335,-117.435048
503,Frisco,Texas,136791,33.1506744,-96.8236116
504,Chino Hills,California,76572,33.989818799999995,-117.7325848
505,Poway,California,49417,32.9628232,-117.0358646
506,Huber Heights,Ohio,38142,39.843947,-84.1246608
507,New Brunswick,New Jersey,55831,40.4862157,-74.4518188
508,Norfolk,Virginia,246139,36.8507689,-76.28587259999999
509,Hillsboro,Oregon,97368,45.5228939,-122.989827
510,San Jacinto,California,45851,33.783908399999994,-116.95863500000002
511,Pensacola,Florida,52703,30.421309,-87.2169149
512,Hamilton,Ohio,62258,39.3995008,-84.5613355
513,Florence,South Carolina,37792,34.1954331,-79.7625625
514,San Bernardino,California,213708,34.1083449,-117.2897652
515,Peachtree Corners,Georgia,40059,33.9698929,-84.2214551
516,Victorville,California,121096,34.5362184,-117.2927641
517,Gary,Indiana,78450,41.5933696,-87.3464271
518,Casa Grande,Arizona,50111,32.8795022,-111.7573521
519,Morgan Hill,California,40836,37.130501200000005,-121.6543901
520,Dubuque,Iowa,58253,42.5005583,-90.6645718
521,Syracuse,New York,144669,43.0481221,-76.1474244
522,Clarksville,Tennessee,142357,36.5297706,-87.3594528
523,Lakeland,Florida,100710,28.0394654,-81.9498042
524,Valley Stream,New York,37659,40.6642699,-73.7084645
525,Dover,Delaware,37366,39.158168,-75.5243682
526,Moorhead,Minnesota,39398,46.8737648,-96.7678039
527,Culver City,California,39428,34.0211224,-118.3964665
528,Palatine,Illinois,69350,42.1103041,-88.03424
529,Seattle,Washington,652405,47.6062095,-122.33207079999998
530,Covington,Kentucky,40956,39.083671200000005,-84.5085536
531,Elk Grove,California,161007,38.4087993,-121.3716178
532,Shreveport,Louisiana,200327,32.5251516,-93.7501789
533,Ogden,Utah,84249,41.223,-111.9738304
534,Harrisonburg,Virginia,51395,38.4495688,-78.8689155
535,Inglewood,California,111542,33.9616801,-118.3531311
536,Pasadena,California,139731,34.1477849,-118.1445155
537,Lawrence,Massachusetts,77657,42.7070354,-71.1631137
538,Lake Oswego,Oregon,37610,45.4206749,-122.6706498
539,Petaluma,California,59440,38.232417,-122.6366524
540,Springfield,Ohio,59357,39.9242266,-83.8088171
541,Napa,California,79068,38.2975381,-122.286865
542,Aurora,Colorado,345803,39.7294319,-104.8319195
543,Duluth,Minnesota,86128,46.7866719,-92.1004852
544,Roanoke,Virginia,98465,37.2709704,-79.9414266
545,Bend,Oregon,81236,44.0581728,-121.3153096
546,Apple Valley,California,70924,34.5008311,-117.1858759
547,Waltham,Massachusetts,62227,42.376485200000005,-71.2356113
548,Fort Myers,Florida,68190,26.640628000000003,-81.87230840000001
549,Tampa,Florida,352957,27.950575,-82.4571776
550,Upland,California,75413,34.09751,-117.6483876
551,Danville,Virginia,42907,36.5859718,-79.3950228
552,Beloit,Wisconsin,36888,42.5083482,-89.0317765
553,Plantation,Florida,90268,26.1275862,-80.23310359999999
554,Colorado Springs,Colorado,439886,38.8338816,-104.8213634
555,Modesto,California,204933,37.6390972,-120.9968782
556,Grand Rapids,Michigan,192294,42.9633599,-85.6680863
557,Oak Park,Illinois,52066,41.885031700000006,-87.7845025
558,Sarasota,Florida,53326,27.3364347,-82.5306527
559,Jurupa Valley,California,98030,33.9971974,-117.4854802
560,Bellflower,California,77593,33.8816818,-118.1170117
561,Boulder,Colorado,103166,40.0149856,-105.2705456
562,Santa Fe,New Mexico,69976,35.686975200000006,-105.937799
563,Coachella,California,43092,33.6803003,-116.173894
564,Marlborough,Massachusetts,39414,42.3459271,-71.55228740000001
565,Riverside,California,316619,33.9533487,-117.3961564
566,Palmdale,California,157161,34.5794343,-118.11646129999998
567,Novato,California,54194,38.1074198,-122.5697032
568,Layton,Utah,70790,41.0602216,-111.9710529
569,Bolingbrook,Illinois,73936,41.6986416,-88.0683955
570,Mission Viejo,California,96346,33.6000232,-117.6719953
571,Glenview,Illinois,45417,42.0697509,-87.7878408
572,Lincoln,California,45237,38.891565,-121.29300790000002
573,Folsom,California,73098,38.6779591,-121.17605829999998
574,Prescott Valley,Arizona,39791,34.6100243,-112.315721
575,Las Cruces,New Mexico,101324,32.3199396,-106.7636538
576,Bozeman,Montana,39860,45.6769979,-111.0429339
577,Schaumburg,Illinois,74907,42.0333607,-88.0834059
578,Warren,Michigan,134873,42.5144566,-83.01465259999999
579,St. Peters,Missouri,54842,38.7874699,-90.6298922
580,Ames,Iowa,61792,42.034722,-93.62
581,Surprise,Arizona,123546,33.62923370000001,-112.3679279
582,Richardson,Texas,104475,32.948333500000004,-96.7298519
583,Midland,Michigan,42181,43.6155825,-84.24721159999999
584,San Marcos,Texas,54076,29.8832749,-97.9413941
585,Wilkes-Barre,Pennsylvania,41108,41.2459149,-75.88130749999999
586,Appleton,Wisconsin,73596,44.2619309,-88.4153847
587,Shawnee,Kansas,64323,39.0228485,-94.7151865
588,Mentor,Ohio,46979,41.6661573,-81.339552
589,Livermore,California,85156,37.6818745,-121.7680088
590,Charlotte,North Carolina,792862,35.2270869,-80.8431267
591,Owensboro,Kentucky,58416,37.7719074,-87.1111676
592,Jupiter,Florida,58298,26.934224600000004,-80.09420870000001
593,Rohnert Park,California,41398,38.3396367,-122.70109840000002
594,Chicago,Illinois,2718782,41.8781136,-87.62979820000001
595,Billings,Montana,109059,45.783285600000006,-108.5006904
596,Wauwatosa,Wisconsin,47134,43.049457200000006,-88.0075875
597,Lombard,Illinois,43907,41.8800296,-88.0078435
598,New Haven,Connecticut,130660,41.308274,-72.9278835
599,York,Pennsylvania,43935,39.9625984,-76.727745
600,Knoxville,Tennessee,183270,35.96063839999999,-83.9207392
601,Elyria,Ohio,53956,41.36837979999999,-82.10764859999999
602,Barnstable Town,Massachusetts,44641,41.7003208,-70.3002024
603,Murray,Utah,48612,40.6668916,-111.8879909
604,Alameda,California,76419,37.7652065,-122.2416355
605,Manteca,California,71948,37.7974273,-121.21605259999998
606,Maplewood,Minnesota,39765,44.953021500000006,-92.9952153
607,Medford,Oregon,77677,42.3265152,-122.8755949
608,Murfreesboro,Tennessee,117044,35.8456213,-86.39027
609,Yuba City,California,65416,39.1404477,-121.6169108
610,Shelton,Connecticut,40999,41.3164856,-73.0931641
611,Cedar Falls,Iowa,40566,42.5348993,-92.4453161
612,Germantown,Tennessee,39375,35.08675770000001,-89.8100858
613,Scranton,Pennsylvania,75806,41.408969,-75.66241219999999
614,Auburn,Alabama,58582,32.6098566,-85.48078249999999
615,Manassas,Virginia,41705,38.7509488,-77.4752667
616,Vacaville,California,94275,38.3565773,-121.9877444
617,Santa Monica,California,92472,34.01945429999999,-118.4911912
618,Suffolk,Virginia,85728,36.7282054,-76.5835621
619,Rochester Hills,Michigan,72952,42.6583661,-83.14993220000001
620,La Quinta,California,39331,33.663357299999994,-116.3100095
621,Charleston,West Virginia,50821,38.3498195,-81.6326234
622,Delano,California,52403,35.7688425,-119.2470536
623,St. Cloud,Florida,40918,28.2489016,-81.2811801
624,Charleston,South Carolina,127999,32.776474900000004,-79.9310512
625,Kannapolis,North Carolina,44359,35.4873613,-80.62173409999998
626,Corona,California,159503,33.8752935,-117.5664384
627,Rocklin,California,59738,38.7907339,-121.2357828
628,Lee's Summit,Missouri,93184,38.9108408,-94.3821724
629,Palm Coast,Florida,78740,29.5844524,-81.2078699
630,Sandy,Utah,90231,40.564978100000005,-111.8389726
631,Bentonville,Arkansas,40167,36.3728538,-94.2088172
632,Santa Clarita,California,179590,34.3916641,-118.542586
633,Altamonte Springs,Florida,42150,28.6611089,-81.36562420000001
634,New Braunfels,Texas,63279,29.7030024,-98.1244531
635,Memphis,Tennessee,653450,35.1495343,-90.0489801
636,Irving,Texas,228653,32.814017699999994,-96.9488945
637,Alexandria,Virginia,148892,38.8048355,-77.0469214
638,Hesperia,California,92147,34.4263886,-117.3008784
639,Holyoke,Massachusetts,40249,42.2042586,-72.61620090000001
640,Dunwoody,Georgia,47591,33.9462125,-84.3346473
641,Skokie,Illinois,65176,42.0324025,-87.7416246
642,Kearny,New Jersey,41664,40.7684342,-74.1454214
643,Bethlehem,Pennsylvania,75018,40.6259316,-75.3704579
644,St. Joseph,Missouri,77147,39.7674578,-94.846681
645,Redondo Beach,California,67815,33.8491816,-118.3884078
646,Houston,Texas,2195914,29.7604267,-95.3698028
647,Temecula,California,106780,33.4936391,-117.1483648
648,Ann Arbor,Michigan,117025,42.2808256,-83.7430378
649,Beaumont,Texas,117796,30.080174,-94.1265562
650,East Lansing,Michigan,48554,42.7369792,-84.48386540000001
651,Santee,California,56105,32.8383828,-116.97391670000002
652,Tamarac,Florida,63155,26.2128609,-80.2497707
653,Bellevue,Nebraska,53663,41.1543623,-95.9145568
654,Pembroke Pines,Florida,162329,26.007765,-80.2962555
655,Springdale,Arkansas,75229,36.18674420000001,-94.1288141
656,Oxnard,California,203007,34.1975048,-119.17705159999998
657,Odessa,Texas,110720,31.8456816,-102.3676431
658,Stillwater,Oklahoma,47186,36.1156071,-97.0583681
659,Brockton,Massachusetts,94089,42.083433500000005,-71.0183787
660,Bayonne,New Jersey,65028,40.6687141,-74.11430909999999
661,Paramount,California,54980,33.8894598,-118.15979109999998
662,Moline,Illinois,43116,41.5067003,-90.5151342
663,Meridian,Mississippi,40921,32.3643098,-88.70365600000001
664,Cleveland,Tennessee,42774,35.1595182,-84.8766115
665,Jersey City,New Jersey,257342,40.7281575,-74.0776417
666,St. Paul,Minnesota,294873,44.9537029,-93.0899578
667,Deltona,Florida,86290,28.9005446,-81.2636738
668,Freeport,New York,43167,40.65760220000001,-73.58318349999999
669,Iowa City,Iowa,71591,41.6611277,-91.5301683
670,Anaheim,California,345012,33.8352932,-117.9145036
671,Apple Valley,Minnesota,50201,44.7319094,-93.21772
672,Great Falls,Montana,59351,47.4941836,-111.2833449
673,West Valley City,Utah,133579,40.691613200000006,-112.0010501
674,Hampton,Virginia,136699,37.0298687,-76.3452218
675,Georgetown,Texas,54898,30.633261800000003,-97.6779842
676,Orem,Utah,91648,40.2968979,-111.69464750000002
677,Monrovia,California,37101,34.14426160000001,-118.0019482
678,Keller,Texas,42907,32.9341893,-97.229298
679,Goose Creek,South Carolina,39823,32.9810059,-80.03258670000001
680,Little Rock,Arkansas,197357,34.7464809,-92.2895948
681,Santa Ana,California,334227,33.7455731,-117.8678338
682,White Plains,New York,57866,41.0339862,-73.76290970000001
683,Idaho Falls,Idaho,58292,43.4916514,-112.0339645
684,Bellevue,Washington,133992,47.610377,-122.2006786
685,Roseville,California,127035,38.7521235,-121.28800590000002
686,Perth Amboy,New Jersey,51982,40.5067723,-74.2654234
687,Peabody,Massachusetts,52044,42.5278731,-70.92866090000001
688,Grand Island,Nebraska,50550,40.92639570000001,-98.3420118
689,Columbia,Missouri,115276,38.95170529999999,-92.3340724
690,Racine,Wisconsin,78199,42.7261309,-87.78285229999999
691,Carmel,Indiana,85927,39.978371,-86.1180435
692,Portage,Michigan,47523,42.20115379999999,-85.5800022
693,Middletown,Ohio,48630,39.5150576,-84.39827629999999
694,Woodland,California,56590,38.6785157,-121.7732971
695,Revere,Massachusetts,53756,42.408430200000005,-71.0119948
696,Euless,Texas,53224,32.8370727,-97.0819541
697,Arlington Heights,Illinois,75994,42.0883603,-87.9806265
698,Hemet,California,81750,33.7475203,-116.9719684
699,High Point,North Carolina,107741,35.955692299999995,-80.0053176
700,Newark,Ohio,47777,40.0581205,-82.4012642
701,Midwest City,Oklahoma,56756,35.4495065,-97.3967019
702,San Marcos,California,89387,33.1433723,-117.1661449
703,Port Orange,Florida,57203,29.1383165,-80.9956105
704,Lakewood,California,81121,33.853626899999995,-118.1339563
705,Westerville,Ohio,37530,40.1261743,-82.9290696
706,Rockford,Illinois,150251,42.2711311,-89.09399520000001
707,El Cajon,California,102211,32.7947731,-116.9625269
708,St. Petersburg,Florida,249688,27.773056,-82.64
709,Downers Grove,Illinois,49670,41.8089191,-88.01117459999999
710,Milford,Connecticut,51644,41.2306979,-73.064036
711,Albany,Oregon,51583,44.6365107,-123.1059282
712,Las Vegas,Nevada,603488,36.1699412,-115.13982959999998
713,Pasadena,Texas,152735,29.6910625,-95.2091006
714,Port St. Lucie,Florida,171016,27.2730492,-80.3582261
715,Cedar Rapids,Iowa,128429,41.9778795,-91.6656232
716,Ormond Beach,Florida,38661,29.2858129,-81.05588940000001
717,Quincy,Massachusetts,93494,42.25287720000001,-71.0022705
718,Miramar,Florida,130288,25.9860762,-80.3035602
719,El Paso,Texas,674433,31.7775757,-106.4424559
720,Topeka,Kansas,127679,39.0558235,-95.6890185
721,Rosemead,California,54561,34.0805651,-118.072846
722,Keizer,Oregon,37064,44.9901194,-123.0262077
723,Minnetonka,Minnesota,51368,44.9211836,-93.4687489
724,Akron,Ohio,198100,41.081444700000006,-81.51900529999999
725,Edinburg,Texas,80836,26.3017374,-98.1633432
726,Rancho Cucamonga,California,171386,34.1063989,-117.5931084
727,North Charleston,South Carolina,104054,32.8546197,-79.9748103
728,Louisville,Kentucky,609893,38.2526647,-85.7584557
729,Watsonville,California,52477,36.910231,-121.7568946
730,Coconut Creek,Florida,56792,26.2517482,-80.17893509999999
731,Bradenton,Florida,51763,27.4989278,-82.5748194
732,Carlsbad,California,110972,33.158093300000004,-117.3505939
733,Texas City,Texas,46081,29.383845,-94.9027002
734,Redding,California,91119,40.5865396,-122.3916754
735,Wyoming,Michigan,74100,42.9133602,-85.7053085
736,Lorain,Ohio,63710,41.452819,-82.18237459999999
737,Roy,Utah,37733,41.1616108,-112.0263313
738,Fort Lauderdale,Florida,172389,26.1224386,-80.13731740000001
739,Warner Robins,Georgia,72531,32.6130007,-83.624201
740,Clearwater,Florida,109703,27.9658533,-82.8001026
741,Cutler Bay,Florida,43328,25.5808323,-80.3468593
742,Florence,Alabama,40059,34.79981,-87.677251
743,Terre Haute,Indiana,61025,39.4667034,-87.4139092
744,Temple,Texas,70190,31.0982344,-97.342782
745,Beavercreek,Ohio,45712,39.7092262,-84.0632685
746,Sioux Falls,South Dakota,164676,43.5445959,-96.7311034
747,Columbus,Indiana,45775,39.2014404,-85.9213796
748,Margate,Florida,55456,26.244526300000004,-80.206436
749,Leominster,Massachusetts,41002,42.5250906,-71.759794
750,Warwick,Rhode Island,81971,41.7001009,-71.4161671
751,Bakersfield,California,363630,35.3732921,-119.0187125
752,Miami,Florida,417650,25.7616798,-80.1917902
753,Lake Charles,Louisiana,74024,30.226594899999995,-93.2173758
754,Richland,Washington,52413,46.2856907,-119.2844621
755,Hickory,North Carolina,40361,35.7344538,-81.3444573
756,South San Francisco,California,66174,37.654656,-122.4077498
757,Plymouth,Minnesota,73987,45.01051939999999,-93.4555093
758,South Bend,Indiana,100886,41.6763545,-86.25198979999999
759,Edmond,Oklahoma,87004,35.6528323,-97.4780954
760,Des Moines,Iowa,207510,41.6005448,-93.6091064
761,Bonita Springs,Florida,47547,26.339806,-81.77869720000001
762,Draper,Utah,45285,40.5246711,-111.8638226
763,Whittier,California,86635,33.97917929999999,-118.032844
764,Livonia,Michigan,95208,42.36837,-83.3527097
765,Milwaukee,Wisconsin,599164,43.0389025,-87.9064736
766,Auburn,Washington,74860,47.3073228,-122.22845320000002
767,Sumter,South Carolina,41190,33.9204354,-80.3414693
768,Beverly,Massachusetts,40664,42.5584283,-70.880049
769,Renton,Washington,97003,47.4828776,-122.21706609999998
770,Centennial,Colorado,106114,39.5807452,-104.8771726
771,Richmond,Virginia,214114,37.5407246,-77.4360481
772,Anderson,Indiana,55670,40.1053196,-85.6802541
773,Beaumont,California,40481,33.929460600000006,-116.977248
774,Pflugerville,Texas,53752,30.4393696,-97.6200043
775,Hoboken,New Jersey,52575,40.7439905,-74.0323626
776,Lexington-Fayette,Kentucky,308428,38.040583700000006,-84.50371640000002
777,Norwalk,California,106589,33.9022367,-118.081733
778,Yuma,Arizona,91923,32.6926512,-114.6276916
779,Highland,California,54291,34.1283442,-117.2086513
780,Carol Stream,Illinois,40379,41.9125286,-88.1347927
781,Joliet,Illinois,147806,41.525031,-88.0817251
782,Rock Hill,South Carolina,69103,34.9248667,-81.02507840000001
783,Rancho Cordova,California,67911,38.5890723,-121.302728
784,Dearborn Heights,Michigan,56620,42.3369816,-83.2732627
785,Honolulu,Hawaii,347884,21.3069444,-157.8583333
786,Victoria,Texas,65098,28.8052674,-97.0035982
787,Attleboro,Massachusetts,43886,41.9445441,-71.2856082
788,Wylie,Texas,44575,33.0151201,-96.5388789
789,Carrollton,Texas,126700,32.975641499999995,-96.8899636
790,Plainfield,Illinois,41734,41.632223,-88.2120315
791,Hoffman Estates,Illinois,52398,42.0629915,-88.1227199
792,Methuen,Massachusetts,48514,42.7262016,-71.19089240000001
793,North Port,Florida,59212,27.044224,-82.23592540000001
794,Rockville,Maryland,64072,39.0839973,-77.1527578
795,Burbank,California,104709,34.18083920000001,-118.30896609999998
796,Fullerton,California,138981,33.8703596,-117.9242966
797,Oshkosh,Wisconsin,66778,44.0247062,-88.5426136
798,Huntsville,Texas,39795,30.723526300000003,-95.5507771
799,Farmington Hills,Michigan,81295,42.4989936,-83.3677168
800,Pico Rivera,California,63771,33.9830688,-118.096735
801,Cerritos,California,49707,33.8583483,-118.0647871
802,La Puente,California,40435,34.0200114,-117.9495083
803,Grand Junction,Colorado,59778,39.0638705,-108.5506486
804,Enid,Oklahoma,50725,36.3955891,-97.8783911
805,San Jose,California,998537,37.3382082,-121.88632859999998
806,Round Rock,Texas,109821,30.508255100000003,-97.678896
807,Maple Grove,Minnesota,65415,45.072464200000006,-93.4557877
808,Norman,Oklahoma,118197,35.2225668,-97.4394777
809,Homestead,Florida,64079,25.4687224,-80.4775569
810,Friendswood,Texas,37587,29.529399800000004,-95.2010447
811,Irvine,California,236716,33.6839473,-117.7946942
812,Pocatello,Idaho,54350,42.8713032,-112.4455344
813,Pacifica,California,38606,37.6138253,-122.48691940000002
814,Sheboygan,Wisconsin,48725,43.7508284,-87.71453000000001
815,Bossier City,Louisiana,66333,32.5159852,-93.7321228
816,Cedar Park,Texas,61238,30.505198,-97.8202888
817,Sandy Springs,Georgia,99770,33.9304352,-84.3733147
818,Champaign,Illinois,83424,40.1164204,-88.2433829
819,Clifton,New Jersey,85390,40.8584328,-74.16375529999999
820,Moore,Oklahoma,58414,35.339507899999994,-97.4867028
821,Blue Springs,Missouri,53294,39.0169509,-94.2816148
822,Lancaster,California,159523,34.6867846,-118.1541632
823,Bryan,Texas,78709,30.6743643,-96.3699632
824,Hurst,Texas,38448,32.82346210000001,-97.1705678
825,Cape Coral,Florida,165831,26.5628537,-81.94953309999998
826,Cupertino,California,60189,37.3229978,-122.0321823
827,Pittsfield,Massachusetts,44057,42.4500845,-73.2453824
828,Gilroy,California,51701,37.0057816,-121.5682751
829,Manchester,New Hampshire,110378,42.995639700000005,-71.4547891
830,Virginia Beach,Virginia,448479,36.8529263,-75.977985
831,Salina,Kansas,47846,38.8402805,-97.6114237
832,Somerville,Massachusetts,78804,42.3875968,-71.0994968
833,Largo,Florida,78409,27.9094665,-82.7873244
834,Fresno,California,509924,36.7468422,-119.7725868
835,Phenix City,Alabama,37498,32.4709761,-85.0007653
836,Berwyn,Illinois,56758,41.8505874,-87.79366850000001
837,Palm Beach Gardens,Florida,50699,26.8233946,-80.1386547
838,Pawtucket,Rhode Island,71172,41.878711,-71.38255579999999
839,San Gabriel,California,40275,34.0961111,-118.1058333
840,Winston-Salem,North Carolina,236441,36.0998596,-80.24421600000001
841,Alpharetta,Georgia,62298,34.07537620000001,-84.2940899
842,O'Fallon,Missouri,82809,38.8106075,-90.6998477
843,Redwood City,California,80872,37.4852152,-122.2363548
844,Union City,California,72528,37.59339179999999,-122.0438298
845,Hallandale Beach,Florida,38632,25.9812024,-80.148379
846,Mankato,Minnesota,40641,44.1635775,-93.9993996
847,Aliso Viejo,California,50175,33.5676842,-117.7256083
848,Menifee,California,83447,33.6971468,-117.185294
849,Loveland,Colorado,71334,40.397761200000005,-105.0749801
850,Carpentersville,Illinois,38241,42.1211364,-88.2578582
851,Providence,Rhode Island,177994,41.8239891,-71.4128343
852,Hialeah,Florida,233394,25.8575963,-80.2781057
853,San Ramon,California,74513,37.7799273,-121.9780153
854,Ontario,California,167500,34.0633443,-117.6508876
855,Kirkland,Washington,84430,47.6814875,-122.2087353
856,St. George,Utah,76817,37.0965278,-113.5684164
857,Hilton Head Island,South Carolina,39412,32.216316,-80.752608
858,Glendale,California,196021,34.1425078,-118.255075
859,Meriden,Connecticut,60456,41.5381535,-72.8070435
860,Gardena,California,59957,33.8883487,-118.3089624
861,Westfield,Massachusetts,41301,42.1250929,-72.749538
862,Elgin,Illinois,110145,42.0354084,-88.2825668
863,Plano,Texas,274409,33.0198431,-96.6988856
864,Longmont,Colorado,89919,40.1672068,-105.1019275
865,Coppell,Texas,40342,32.9545687,-97.0150078
866,Lakewood,Ohio,51143,41.481993200000005,-81.7981908
867,Jonesboro,Arkansas,71551,35.8422967,-90.704279
868,College Station,Texas,100050,30.627977,-96.3344068
869,Dearborn,Michigan,95884,42.3222599,-83.1763145
870,Utica,New York,61808,43.100903,-75.232664
871,Monroe,Louisiana,49761,32.5093109,-92.1193012
872,Baltimore,Maryland,622104,39.2903848,-76.6121893
873,Springfield,Missouri,164122,37.20895720000001,-93.2922989
874,Pine Bluff,Arkansas,46094,34.2284312,-92.0031955
875,Plainfield,New Jersey,50588,40.6337136,-74.40737359999999
876,Lynn,Massachusetts,91589,42.466763,-70.9494938
877,Woodbury,Minnesota,65656,44.923855200000006,-92.9593797
878,Gainesville,Florida,127488,29.6516344,-82.3248262
879,West Sacramento,California,49891,38.5804609,-121.530234
880,Sammamish,Washington,50169,47.6162683,-122.0355736
881,Aventura,Florida,37199,25.9564812,-80.1392121
882,Fayetteville,Arkansas,78960,36.0625795,-94.1574263
883,San Rafael,California,58994,37.9735346,-122.5310874
884,Conway,Arkansas,63816,35.0886963,-92.4421011
885,Tacoma,Washington,203446,47.2528768,-122.4442906
886,Middletown,Connecticut,47333,41.5623209,-72.6506488
887,Burlington,Vermont,42284,44.4758825,-73.21207199999999
888,Twin Falls,Idaho,45981,42.5629668,-114.4608711
889,Sherman,Texas,39296,33.635661799999994,-96.6088805
890,New York,New York,8405837,40.7127837,-74.00594129999999
891,Simi Valley,California,126181,34.2694474,-118.781482
892,West Covina,California,107740,34.0686208,-117.93895259999998
893,Castle Rock,Colorado,53063,39.372212100000006,-104.8560902
894,Valdosta,Georgia,56481,30.8327022,-83.2784851
895,Fort Worth,Texas,792727,32.7554883,-97.3307658
896,Carson,California,92599,33.8316745,-118.281693
897,Evansville,Indiana,120310,37.9715592,-87.5710898
898,Santa Maria,California,102216,34.953033700000006,-120.4357191
899,Brentwood,Tennessee,40021,36.0331164,-86.7827772
900,La Mesa,California,58642,32.7678287,-117.02308390000002
901,Westminster,Colorado,110945,39.8366528,-105.03720459999998
902,Reading,Pennsylvania,87893,40.3356483,-75.9268747
903,Turlock,California,70365,37.4946568,-120.8465941
904,Greeley,Colorado,96539,40.42331420000001,-104.7091322
905,Tyler,Texas,100223,32.351260100000005,-95.3010624
906,Winter Garden,Florida,37711,28.5652787,-81.5861847
907,Waco,Texas,129030,31.549333,-97.1466695
908,Martinez,California,37165,38.0193657,-122.1341321
909,Thousand Oaks,California,128731,34.1705609,-118.8375937
910,Azusa,California,47842,34.1336186,-117.9075627
911,Bridgeport,Connecticut,147216,41.18654779999999,-73.1951767
912,St. Louis Park,Minnesota,47411,44.9597376,-93.3702186
913,Chesterfield,Missouri,47749,38.6631083,-90.5770675
914,Greenacres,Florida,38696,26.6276276,-80.1353896
915,Pasco,Washington,67599,46.2395793,-119.10056570000002
916,Torrance,California,147478,33.835849200000006,-118.3406288
917,Madison,Wisconsin,243344,43.07305170000001,-89.4012302
918,Janesville,Wisconsin,63820,42.6827885,-89.01872220000001
919,Waukegan,Illinois,88826,42.3636331,-87.84479379999999
920,Bowling Green,Kentucky,61488,36.9685219,-86.48080429999999
921,Arlington,Texas,379577,32.735687,-97.1080656
922,Lewisville,Texas,101074,33.046233,-96.994174
923,Farmington,New Mexico,45426,36.7280583,-108.2186856
924,Oakley,California,38194,37.9974219,-121.7124536
925,Palo Alto,California,66642,37.4418834,-122.1430195
926,Springfield,Oregon,60177,44.0462362,-123.0220289
927,New Bedford,Massachusetts,95078,41.6362152,-70.934205
928,Redmond,Washington,57530,47.6739881,-122.121512
929,Brentwood,California,55000,37.931868,-121.6957863
930,Davis,California,66205,38.5449065,-121.7405167
931,La Mirada,California,49133,33.9172357,-118.0120086
932,Smyrna,Tennessee,43060,35.9828412,-86.51860450000001
933,Altoona,Pennsylvania,45796,40.5186809,-78.3947359
934,Dothan,Alabama,68001,31.2232313,-85.39048879999999
935,East Orange,New Jersey,64544,40.767323,-74.20486770000001
936,Tinley Park,Illinois,57282,41.5731442,-87.7932939
937,Biloxi,Mississippi,44820,30.396031800000003,-88.88530779999999
938,Urbana,Illinois,41752,40.1105875,-88.2072697
939,Garden Grove,California,175140,33.7739053,-117.9414477
940,Lynwood,California,71371,33.930293,-118.21146029999998
941,Northglenn,Colorado,37499,39.8961821,-104.9811468
942,Canton,Ohio,72535,40.7989473,-81.378447
943,Brookhaven,Georgia,50603,33.8651033,-84.3365917
944,Baton Rouge,Louisiana,229426,30.4582829,-91.1403196
945,Bristol,Connecticut,60568,41.6717648,-72.9492703
946,Independence,Missouri,117240,39.0911161,-94.4155068
947,Lansing,Michigan,113972,42.732535,-84.55553470000001
948,Orland Park,Illinois,58590,41.6303103,-87.8539425
949,Vineland,New Jersey,61050,39.4863773,-75.0259637
950,Green Bay,Wisconsin,104779,44.519159,-88.019826
951,Evanston,Illinois,75570,42.0450722,-87.6876969
952,Ocoee,Florida,39172,28.5691677,-81.5439619
953,Los Angeles,California,3884307,34.0522342,-118.24368490000002
954,Federal Way,Washington,92734,47.3223221,-122.3126222
955,West Jordan,Utah,110077,40.6096698,-111.9391031
956,Yucaipa,California,52536,34.033625,-117.0430865
957,Pittsburgh,Pennsylvania,305841,40.4406248,-79.9958864
958,Downey,California,113242,33.9401088,-118.1331593
959,Cicero,Illinois,84103,41.8455877,-87.7539448
960,South Gate,California,95677,33.954737,-118.2120161
961,Panama City,Florida,36877,30.1588129,-85.6602058
962,Joplin,Missouri,50789,37.0842271,-94.513281
963,League City,Texas,90983,29.5074538,-95.0949303
964,Salt Lake City,Utah,191180,40.7607793,-111.89104740000002
965,Fort Pierce,Florida,43074,27.446705600000005,-80.3256056
966,Phoenix,Arizona,1513367,33.4483771,-112.0740373
967,Corvallis,Oregon,55298,44.5645659,-123.2620435
968,Cedar Hill,Texas,46663,32.5884689,-96.9561152
969,Chicopee,Massachusetts,55717,42.14870429999999,-72.6078672
